model,condition,subject_id,macro_f1,accuracy,n_epochs
MOMENT,EEG_ECG,mesa-sleep-0323,0.44867,0.534612,1199
MOMENT,EEG_ECG,mesa-sleep-0328,0.443764,0.707054,1205
MOMENT,EEG_ECG,mesa-sleep-0338,0.489013,0.711903,1319
MOMENT,EEG_ECG,mesa-sleep-0459,0.726908,0.854394,1559
MOMENT,EEG_ECG,mesa-sleep-0512,0.31715,0.694746,1199
MOMENT,EEG_ECG,mesa-sleep-0528,0.519002,0.752549,1079
MOMENT,EEG_ECG,mesa-sleep-0529,0.691329,0.781793,1439
MOMENT,EEG_ECG,mesa-sleep-0548,0.552328,0.618165,1079
MOMENT,EEG_ECG,mesa-sleep-0555,0.458251,0.56129,155
MOMENT,EEG_ECG,mesa-sleep-0563,0.596817,0.670916,1255
MOMENT,EEG_ECG,mesa-sleep-0628,0.530316,0.663225,1259
MOMENT,EEG_ECG,mesa-sleep-0688,0.504888,0.544949,1079
MOMENT,EEG_ECG,mesa-sleep-0705,0.38838,0.552363,1079
MOMENT,EEG_ECG,mesa-sleep-0715,0.656319,0.741487,1439
MOMENT,EEG_ECG,mesa-sleep-0727,0.48124,0.754167,1440
MOMENT,EEG_ECG,mesa-sleep-0747,0.442105,0.562558,1079
MOMENT,EEG_ECG,mesa-sleep-0755,0.744212,0.829675,1139
MOMENT,EEG_ECG,mesa-sleep-0762,0.701491,0.845031,1439
MOMENT,EEG_ECG,mesa-sleep-0771,0.309337,0.44949,1079
MOMENT,EEG_ECG,mesa-sleep-0860,0.602633,0.723611,1440
MOMENT,EEG_ECG,mesa-sleep-0863,0.564995,0.669138,1079
MOMENT,EEG_ECG,mesa-sleep-0889,0.496073,0.597776,1079
MOMENT,EEG_ECG,mesa-sleep-0917,0.567554,0.649167,1200
MOMENT,EEG_ECG,mesa-sleep-0921,0.650109,0.851286,1439
MOMENT,EEG_ECG,mesa-sleep-0928,0.588522,0.722464,1380
MOMENT,EEG_ECG,mesa-sleep-0976,0.432489,0.529608,1199
MOMENT,EEG_ECG,mesa-sleep-0979,0.513361,0.575533,1079
MOMENT,EEG_ECG,mesa-sleep-1030,0.629661,0.758132,1199
MOMENT,EEG_ECG,mesa-sleep-1048,0.610249,0.712697,1079
MOMENT,EEG_ECG,mesa-sleep-1080,0.608309,0.654488,1259
MOMENT,EEG_ECG,mesa-sleep-1087,0.65475,0.756081,1439
MOMENT,EEG_ECG,mesa-sleep-1098,0.676502,0.83653,1199
MOMENT,EEG_ECG,mesa-sleep-1102,0.52731,0.648367,1439
MOMENT,EEG_ECG,mesa-sleep-1127,0.590408,0.737281,1199
MOMENT,EEG_ECG,mesa-sleep-1139,0.515386,0.736111,1440
MOMENT,EEG_ECG,mesa-sleep-1215,0.54135,0.688073,1199
MOMENT,EEG_ONLY,mesa-sleep-0033,0.333431,0.473148,1080
MOMENT,EEG_ONLY,mesa-sleep-0056,0.653578,0.751911,1439
MOMENT,EEG_ONLY,mesa-sleep-0081,0.640813,0.688907,1199
MOMENT,EEG_ONLY,mesa-sleep-0084,0.530056,0.623019,1199
MOMENT,EEG_ONLY,mesa-sleep-0110,0.577355,0.733131,1319
MOMENT,EEG_ONLY,mesa-sleep-0118,0.577367,0.634696,1199
MOMENT,EEG_ONLY,mesa-sleep-0120,0.478543,0.572483,1490
MOMENT,EEG_ONLY,mesa-sleep-0183,0.46983,0.656706,1439
MOMENT,EEG_ONLY,mesa-sleep-0225,0.729159,0.820204,1079
MOMENT,EEG_ONLY,mesa-sleep-0236,0.539324,0.732013,959
MOMENT,EEG_ONLY,mesa-sleep-0271,0.501581,0.642202,1199
MOMENT,EEG_ONLY,mesa-sleep-0282,0.655419,0.741451,1199
MOMENT,EEG_ONLY,mesa-sleep-0318,0.589006,0.739783,1199
MOMENT,EEG_ONLY,mesa-sleep-0319,0.668263,0.707986,839
MOMENT,EEG_ONLY,mesa-sleep-0323,0.494812,0.593828,1199
MOMENT,EEG_ONLY,mesa-sleep-0328,0.437913,0.706224,1205
MOMENT,EEG_ONLY,mesa-sleep-0338,0.495163,0.716452,1319
MOMENT,EEG_ONLY,mesa-sleep-0459,0.730463,0.853111,1559
MOMENT,EEG_ONLY,mesa-sleep-0512,0.30059,0.680567,1199
MOMENT,EEG_ONLY,mesa-sleep-0528,0.52067,0.742354,1079
MOMENT,EEG_ONLY,mesa-sleep-0529,0.676846,0.772064,1439
MOMENT,EEG_ONLY,mesa-sleep-0548,0.556313,0.617238,1079
MOMENT,EEG_ONLY,mesa-sleep-0555,0.438051,0.529032,155
MOMENT,EEG_ONLY,mesa-sleep-0563,0.595062,0.654183,1255
MOMENT,EEG_ONLY,mesa-sleep-0628,0.554723,0.683876,1259
MOMENT,EEG_ONLY,mesa-sleep-0688,0.520591,0.573679,1079
MOMENT,EEG_ONLY,mesa-sleep-0705,0.363697,0.528267,1079
MOMENT,EEG_ONLY,mesa-sleep-0715,0.634817,0.707436,1439
MOMENT,EEG_ONLY,mesa-sleep-0727,0.47096,0.711111,1440
MOMENT,EEG_ONLY,mesa-sleep-0747,0.426795,0.53012,1079
MOMENT,EEG_ONLY,mesa-sleep-0755,0.709777,0.791923,1139
MOMENT,EEG_ONLY,mesa-sleep-0762,0.705464,0.824183,1439
MOMENT,EEG_ONLY,mesa-sleep-0771,0.302864,0.41798,1079
MOMENT,EEG_ONLY,mesa-sleep-0860,0.601771,0.713889,1440
MOMENT,EEG_ONLY,mesa-sleep-0863,0.533071,0.623726,1079
MOMENT,EEG_ONLY,mesa-sleep-0889,0.456892,0.531974,1079
MOMENT,EEG_ONLY,mesa-sleep-0917,0.564871,0.6325,1200
MOMENT,EEG_ONLY,mesa-sleep-0921,0.511142,0.62196,1439
MOMENT,EEG_ONLY,mesa-sleep-0928,0.58822,0.702174,1380
MOMENT,EEG_ONLY,mesa-sleep-0976,0.42619,0.528774,1199
MOMENT,EEG_ONLY,mesa-sleep-0979,0.509745,0.560704,1079
MOMENT,EEG_ONLY,mesa-sleep-1030,0.603717,0.724771,1199
MOMENT,EEG_ONLY,mesa-sleep-1048,0.613497,0.695088,1079
MOMENT,EEG_ONLY,mesa-sleep-1080,0.613493,0.653693,1259
MOMENT,EEG_ONLY,mesa-sleep-1087,0.652178,0.745657,1439
MOMENT,EEG_ONLY,mesa-sleep-1098,0.648909,0.790659,1199
MOMENT,EEG_ONLY,mesa-sleep-1102,0.508555,0.61779,1439
MOMENT,EEG_ONLY,mesa-sleep-1127,0.597599,0.718098,1199
MOMENT,EEG_ONLY,mesa-sleep-1139,0.410133,0.679167,1440
MOMENT,EEG_ONLY,mesa-sleep-1215,0.570228,0.701418,1199
SensorLM,ECG_ONLY,mesa-sleep-0033,0.165271,0.24537,1080
SensorLM,ECG_ONLY,mesa-sleep-0056,0.317865,0.43016,1439
SensorLM,ECG_ONLY,mesa-sleep-0081,0.234958,0.286906,1199
SensorLM,ECG_ONLY,mesa-sleep-0084,0.326429,0.316097,1199
SensorLM,ECG_ONLY,mesa-sleep-0110,0.38767,0.561031,1319
SensorLM,ECG_ONLY,mesa-sleep-0118,0.358804,0.419516,1199
SensorLM,ECG_ONLY,mesa-sleep-0120,0.124321,0.183221,1490
SensorLM,ECG_ONLY,mesa-sleep-0183,0.385356,0.569145,1439
SensorLM,ECG_ONLY,mesa-sleep-0225,0.352827,0.39481,1079
SensorLM,ECG_ONLY,mesa-sleep-0236,0.22484,0.319082,959
SensorLM,ECG_ONLY,mesa-sleep-0271,0.319516,0.427023,1199
SensorLM,ECG_ONLY,mesa-sleep-0282,0.358222,0.475396,1199
SensorLM,ECG_ONLY,mesa-sleep-0318,0.151031,0.207673,1199
SensorLM,ECG_ONLY,mesa-sleep-0319,0.218674,0.343266,839
SensorLM,ECG_ONLY,mesa-sleep-0323,0.177397,0.30025,1199
SensorLM,ECG_ONLY,mesa-sleep-0328,0.238272,0.355187,1205
SensorLM,ECG_ONLY,mesa-sleep-0338,0.212967,0.37301,1319
SensorLM,ECG_ONLY,mesa-sleep-0459,0.314128,0.627967,1559
SensorLM,ECG_ONLY,mesa-sleep-0512,0.128538,0.194329,1199
SensorLM,ECG_ONLY,mesa-sleep-0528,0.288067,0.441149,1079
SensorLM,ECG_ONLY,mesa-sleep-0529,0.287732,0.399583,1439
SensorLM,ECG_ONLY,mesa-sleep-0548,0.201452,0.231696,1079
SensorLM,ECG_ONLY,mesa-sleep-0555,0.190341,0.296774,155
SensorLM,ECG_ONLY,mesa-sleep-0563,0.287702,0.349801,1255
SensorLM,ECG_ONLY,mesa-sleep-0628,0.298628,0.389198,1259
SensorLM,ECG_ONLY,mesa-sleep-0688,0.134283,0.186284,1079
SensorLM,ECG_ONLY,mesa-sleep-0705,0.28998,0.361446,1079
SensorLM,ECG_ONLY,mesa-sleep-0715,0.304166,0.392634,1439
SensorLM,ECG_ONLY,mesa-sleep-0727,0.355093,0.498611,1440
SensorLM,ECG_ONLY,mesa-sleep-0747,0.2557,0.411492,1079
SensorLM,ECG_ONLY,mesa-sleep-0755,0.325141,0.399473,1139
SensorLM,ECG_ONLY,mesa-sleep-0762,0.227348,0.451008,1439
SensorLM,ECG_ONLY,mesa-sleep-0771,0.333049,0.441149,1079
SensorLM,ECG_ONLY,mesa-sleep-0860,0.21994,0.273611,1440
SensorLM,ECG_ONLY,mesa-sleep-0863,0.193392,0.277108,1079
SensorLM,ECG_ONLY,mesa-sleep-0889,0.111175,0.112141,1079
SensorLM,ECG_ONLY,mesa-sleep-0917,0.217103,0.285,1200
SensorLM,ECG_ONLY,mesa-sleep-0921,0.348257,0.612231,1439
SensorLM,ECG_ONLY,mesa-sleep-0928,0.324726,0.480435,1380
SensorLM,ECG_ONLY,mesa-sleep-0976,0.150486,0.201835,1199
SensorLM,ECG_ONLY,mesa-sleep-0979,0.207355,0.250232,1079
SensorLM,ECG_ONLY,mesa-sleep-1030,0.220153,0.328607,1199
SensorLM,ECG_ONLY,mesa-sleep-1048,0.180344,0.205746,1079
SensorLM,ECG_ONLY,mesa-sleep-1080,0.353138,0.466243,1259
SensorLM,ECG_ONLY,mesa-sleep-1087,0.282761,0.507992,1439
SensorLM,ECG_ONLY,mesa-sleep-1098,0.120088,0.204337,1199
SensorLM,ECG_ONLY,mesa-sleep-1102,0.31409,0.485754,1439
SensorLM,ECG_ONLY,mesa-sleep-1127,0.311098,0.428691,1199
SensorLM,ECG_ONLY,mesa-sleep-1139,0.242176,0.340972,1440
SensorLM,ECG_ONLY,mesa-sleep-1215,0.209728,0.306088,1199
SensorLM,EEG_ECG,mesa-sleep-0033,0.419688,0.636111,1080
SensorLM,EEG_ECG,mesa-sleep-0056,0.666194,0.784573,1439
SensorLM,EEG_ECG,mesa-sleep-0081,0.646688,0.733111,1199
SensorLM,EEG_ECG,mesa-sleep-0084,0.539771,0.640534,1199
SensorLM,EEG_ECG,mesa-sleep-0110,0.590906,0.745262,1319
SensorLM,EEG_ECG,mesa-sleep-0118,0.717109,0.782319,1199
SensorLM,EEG_ECG,mesa-sleep-0120,0.569531,0.769128,1490
SensorLM,EEG_ECG,mesa-sleep-0183,0.475496,0.649757,1439
SensorLM,EEG_ECG,mesa-sleep-0225,0.750822,0.831325,1079
SensorLM,EEG_ECG,mesa-sleep-0236,0.512257,0.773723,959
SensorLM,EEG_ECG,mesa-sleep-0271,0.474062,0.668891,1199
SensorLM,EEG_ECG,mesa-sleep-0282,0.669357,0.725605,1199
SensorLM,EEG_ECG,mesa-sleep-0318,0.618253,0.817348,1199
SensorLM,EEG_ECG,mesa-sleep-0319,0.594039,0.676996,839
SensorLM,EEG_ECG,mesa-sleep-0323,0.606831,0.81985,1199
SensorLM,EEG_ECG,mesa-sleep-0328,0.39572,0.73361,1205
SensorLM,EEG_ECG,mesa-sleep-0338,0.399495,0.636846,1319
SensorLM,EEG_ECG,mesa-sleep-0459,0.710017,0.826171,1559
SensorLM,EEG_ECG,mesa-sleep-0512,0.367428,0.672227,1199
SensorLM,EEG_ECG,mesa-sleep-0528,0.511995,0.746988,1079
SensorLM,EEG_ECG,mesa-sleep-0529,0.697633,0.781098,1439
SensorLM,EEG_ECG,mesa-sleep-0548,0.624618,0.670992,1079
SensorLM,EEG_ECG,mesa-sleep-0555,0.586878,0.632258,155
SensorLM,EEG_ECG,mesa-sleep-0563,0.591155,0.63745,1255
SensorLM,EEG_ECG,mesa-sleep-0628,0.608451,0.745036,1259
SensorLM,EEG_ECG,mesa-sleep-0688,0.468774,0.526413,1079
SensorLM,EEG_ECG,mesa-sleep-0705,0.543091,0.593142,1079
SensorLM,EEG_ECG,mesa-sleep-0715,0.685727,0.758165,1439
SensorLM,EEG_ECG,mesa-sleep-0727,0.507121,0.772222,1440
SensorLM,EEG_ECG,mesa-sleep-0747,0.51581,0.647822,1079
SensorLM,EEG_ECG,mesa-sleep-0755,0.709622,0.806848,1139
SensorLM,EEG_ECG,mesa-sleep-0762,0.712802,0.851981,1439
SensorLM,EEG_ECG,mesa-sleep-0771,0.306597,0.416126,1079
SensorLM,EEG_ECG,mesa-sleep-0860,0.558219,0.661806,1440
SensorLM,EEG_ECG,mesa-sleep-0863,0.616728,0.715477,1079
SensorLM,EEG_ECG,mesa-sleep-0889,0.506264,0.539388,1079
SensorLM,EEG_ECG,mesa-sleep-0917,0.47611,0.581667,1200
SensorLM,EEG_ECG,mesa-sleep-0921,0.604523,0.81098,1439
SensorLM,EEG_ECG,mesa-sleep-0928,0.479899,0.686232,1380
SensorLM,EEG_ECG,mesa-sleep-0976,0.401371,0.535446,1199
SensorLM,EEG_ECG,mesa-sleep-0979,0.545615,0.58202,1079
SensorLM,EEG_ECG,mesa-sleep-1030,0.564902,0.706422,1199
SensorLM,EEG_ECG,mesa-sleep-1048,0.659059,0.76645,1079
SensorLM,EEG_ECG,mesa-sleep-1080,0.593248,0.688642,1259
SensorLM,EEG_ECG,mesa-sleep-1087,0.688364,0.804726,1439
SensorLM,EEG_ECG,mesa-sleep-1098,0.663668,0.82819,1199
SensorLM,EEG_ECG,mesa-sleep-1102,0.596578,0.718555,1439
SensorLM,EEG_ECG,mesa-sleep-1127,0.466618,0.567139,1199
SensorLM,EEG_ECG,mesa-sleep-1139,0.439116,0.679167,1440
SensorLM,EEG_ECG,mesa-sleep-1215,0.536225,0.638032,1199
SensorLM,EEG_ONLY,mesa-sleep-0033,0.361456,0.615741,1080
SensorLM,EEG_ONLY,mesa-sleep-0056,0.679169,0.780403,1439
SensorLM,EEG_ONLY,mesa-sleep-0081,0.657965,0.742285,1199
SensorLM,EEG_ONLY,mesa-sleep-0084,0.573396,0.673061,1199
SensorLM,EEG_ONLY,mesa-sleep-0110,0.631579,0.782411,1319
SensorLM,EEG_ONLY,mesa-sleep-0118,0.698399,0.778148,1199
SensorLM,EEG_ONLY,mesa-sleep-0120,0.601999,0.806711,1490
SensorLM,EEG_ONLY,mesa-sleep-0183,0.497997,0.691452,1439
SensorLM,EEG_ONLY,mesa-sleep-0225,0.750375,0.839666,1079
SensorLM,EEG_ONLY,mesa-sleep-0236,0.529111,0.793535,959
SensorLM,EEG_ONLY,mesa-sleep-0271,0.422413,0.543786,1199
SensorLM,EEG_ONLY,mesa-sleep-0282,0.610966,0.698082,1199
SensorLM,EEG_ONLY,mesa-sleep-0318,0.605781,0.820684,1199
SensorLM,EEG_ONLY,mesa-sleep-0319,0.663029,0.706794,839
SensorLM,EEG_ONLY,mesa-sleep-0323,0.682101,0.880734,1199
SensorLM,EEG_ONLY,mesa-sleep-0328,0.393034,0.688797,1205
SensorLM,EEG_ONLY,mesa-sleep-0338,0.505358,0.74981,1319
SensorLM,EEG_ONLY,mesa-sleep-0459,0.756219,0.865298,1559
SensorLM,EEG_ONLY,mesa-sleep-0512,0.387797,0.826522,1199
SensorLM,EEG_ONLY,mesa-sleep-0528,0.546127,0.758109,1079
SensorLM,EEG_ONLY,mesa-sleep-0529,0.640267,0.747047,1439
SensorLM,EEG_ONLY,mesa-sleep-0548,0.634398,0.662651,1079
SensorLM,EEG_ONLY,mesa-sleep-0555,0.505771,0.6,155
SensorLM,EEG_ONLY,mesa-sleep-0563,0.659321,0.702789,1255
SensorLM,EEG_ONLY,mesa-sleep-0628,0.597695,0.772836,1259
SensorLM,EEG_ONLY,mesa-sleep-0688,0.491495,0.566265,1079
SensorLM,EEG_ONLY,mesa-sleep-0705,0.509877,0.591288,1079
SensorLM,EEG_ONLY,mesa-sleep-0715,0.671193,0.735233,1439
SensorLM,EEG_ONLY,mesa-sleep-0727,0.539732,0.814583,1440
SensorLM,EEG_ONLY,mesa-sleep-0747,0.516467,0.645042,1079
SensorLM,EEG_ONLY,mesa-sleep-0755,0.713016,0.800702,1139
SensorLM,EEG_ONLY,mesa-sleep-0762,0.731976,0.868659,1439
SensorLM,EEG_ONLY,mesa-sleep-0771,0.271374,0.408712,1079
SensorLM,EEG_ONLY,mesa-sleep-0860,0.61481,0.668056,1440
SensorLM,EEG_ONLY,mesa-sleep-0863,0.629666,0.731233,1079
SensorLM,EEG_ONLY,mesa-sleep-0889,0.478265,0.521779,1079
SensorLM,EEG_ONLY,mesa-sleep-0917,0.577304,0.645,1200
SensorLM,EEG_ONLY,mesa-sleep-0921,0.634084,0.792912,1439
SensorLM,EEG_ONLY,mesa-sleep-0928,0.428976,0.655072,1380
SensorLM,EEG_ONLY,mesa-sleep-0976,0.468728,0.631359,1199
SensorLM,EEG_ONLY,mesa-sleep-0979,0.515391,0.55051,1079
SensorLM,EEG_ONLY,mesa-sleep-1030,0.643375,0.767306,1199
SensorLM,EEG_ONLY,mesa-sleep-1048,0.732458,0.855422,1079
SensorLM,EEG_ONLY,mesa-sleep-1080,0.640803,0.716442,1259
SensorLM,EEG_ONLY,mesa-sleep-1087,0.712979,0.8082,1439
SensorLM,EEG_ONLY,mesa-sleep-1098,0.71753,0.849875,1199
SensorLM,EEG_ONLY,mesa-sleep-1102,0.635073,0.752606,1439
SensorLM,EEG_ONLY,mesa-sleep-1127,0.491446,0.591326,1199
SensorLM,EEG_ONLY,mesa-sleep-1139,0.446158,0.7,1440
SensorLM,EEG_ONLY,mesa-sleep-1215,0.539578,0.633862,1199
